path.a	path.b	path.a.length	path.b.length	intersection	jaccard	euclidean
chr1_chm13_103304997_103901127_0	HG00673#2#JAHBBY010000109.1_16675383_17177395_0	596130	502012	501868	0.841673	307.256
HG00673#1#JAHBBZ010000075.1_16660170_16973851_0	HG01361#2#JAGYYW010000015.1_51517456_51831163_0	313681	313707	313579	0.999267	15.1658
HG02080#2#JAHEOV010000017.1_16662177_17164189_0	HG02300.hifiasm_filt_mat.fa:h2tg000006l_23303533_23711281_1	502012	407748	407372	0.810871	308.247
HG02300.hifiasm_filt_mat.fa:h2tg000006l_23303533_23711281_1	HG01109#1#JAHEPA010000099.1_2104245_2511104_1	407748	406859	404769	0.987632	71.1969
HG04228.hifiasm_filt_pat.fa:h1tg000014l_141188035_141500777_1	HG03540#1#JAGYVY010000208.1_95187_596142_0	312742	500955	310627	0.617463	438.683
HG03579#1#JAGYVU010000029.1_91404_499180_0	HG002.hifiasm_filt_pat.fa:h1tg000009l_103664409_104071309_0	407776	406900	404842	0.987819	70.6541
HG03486#1#JAHEOQ010000123.1_16677696_17085575_0	HG02080#2#JAHEOV010000017.1_16662177_17164189_0	407879	502012	407789	0.812164	307.104
HG02055#2#JAHEPJ010000017.1_24870122_25298560_1	HG01175#2#JAHALZ010000031.1_43072077_43478977_1	428438	406900	376548	0.820742	286.779
HG01175#1#JAHAMA010000003.1_33204707_33808232_1	HG02647.verkko_filt_pat.fa:haplotype2-0000857_103738150_104051769_0	603525	313619	312157	0.515973	541.138
HG03927.hifiasm_filt_mat.fa:h2tg000005l_102886351_103294201_0	HG01109#2#JAHEOZ010000047.1_16671232_17151375_0	407850	480143	407523	0.848176	270.087
HG02809.hifiasm_filt_pat.fa:h1tg000007l_103415673_103822536_0	HG02004.hifiasm_filt_pat.fa:h1tg000006l_139372820_140063114_1	406863	690294	404780	0.584624	536.281
HG03098#2#JAHEPL010000003.1_93803759_94117426_0	HG01106#2#JAHAMB010000008.1_19904771_20405763_1	313667	500992	312415	0.622038	435.694
HG02559#2#JAGYVJ010000037.1_52167780_52574597_1	HG00733#1#JAHEPQ010000019.1_46106835_46420495_0	406817	313660	310620	0.757874	315.019
HG01928#1#JAGYVQ010000195.1_211_358290_0	HG00735#1#JAHBCH010000004.1_101548252_101956125_0	358079	407873	193732	0.338562	615.214
HG01258#2#JAGYYU010000072.1_51562603_51970395_0	HG03710.verkko_filt_mat.fa:haplotype1-0000029_102593394_102907063_0	407792	313669	311704	0.760705	313.134
HG002.hifiasm_filt_pat.fa:h1tg000009l_103664409_104071309_0	HG02809.verkko_filt_mat.fa:haplotype1-0000023_94161320_94589755_0	406900	428435	378432	0.828255	280.127
HG01361#1#JAGYYX010000012.1_51565085_51878780_0	HG005#1#JAHEPO010000002.1_51519219_51926067_0	313695	406848	310786	0.758464	314.597
HG02723#2#JAHEOT010000034.1_19776337_20321518_1	NA19240#1#JAHEOM010000047.1_30103390_30511199_1	545181	407809	405727	0.741375	376.213
HG01099.hifiasm_filt_mat.fa:h2tg000003l_54930251_55338030_1	NA19240#2#JAHEOL010000010.1_37445323_37853017_0	407779	407694	407486	0.998772	22.383
HG02647.verkko_filt_pat.fa:haplotype2-0000857_103738150_104051769_0	HG03098#2#JAHEPL010000003.1_93803759_94117426_0	313619	313667	311653	0.98739	63.0872
HG02080#1#JAHEOW010000048.1_16689583_17097287_0	HG02622#1#JAHAOO010000002.1_16673678_17080663_0	407704	406985	404385	0.985574	76.935
NA18906#2#JAHEON010000009.1_93748295_94249275_0	HG00741#1#JAHALY010000007.1_18781197_19307680_1	500980	526483	464507	0.825121	313.766
HG01243#1#JAHEOY010000013.1_90081_424495_0	HG02145#1#JAHKSG010000134.1_2102465_2647653_1	334414	545188	333789	0.611545	460.461
chr1_hg38_103456064_103863972_0	HG02809.verkko_filt_pat.fa:haplotype2-0001251_103421111_103827972_0	407908	406861	404689	0.986854	73.4234
HG02293.hifiasm_filt_mat.fa:h2tg000006l_103456831_103769570_0	HG01123#2#JAGYYY010000006.1_51579630_51892388_0	312739	312758	310807	0.987661	62.3137
HG04228.hifiasm_filt_mat.fa:h2tg000030l_122_365721_0	HG02486#2#JAGYVL010000029.1_94163344_94570162_0	365599	406818	269367	0.535468	483.408
HG01109#1#JAHEPA010000099.1_2104245_2511104_1	HG02293.hifiasm_filt_pat.fa:h1tg000025l_28494233_28996189_1	406859	501956	404859	0.803362	314.797
HG01123#2#JAGYYY010000006.1_51579630_51892388_0	HG00673#1#JAHBBZ010000075.1_16660170_16973851_0	312758	313681	310694	0.984003	71.0704
HG03516#2#JAGYYS010000004.1_24452130_24859892_1	NA18906#1#JAHEOO010000054.1_2103477_2510435_1	407762	406958	404406	0.985601	76.8635
HG002#2#JAHKSD010000021.1_102757493_103165350_0	HG02004.hifiasm_filt_mat.fa:h2tg000002l_25152988_25559927_1	407857	406939	406746	0.996804	36.1109
HG01978#1#JAGYVS010000002.1_51519970_52021951_0	HG02723#2#JAHEOT010000034.1_19776337_20321518_1	501981	545181	443611	0.735002	399.925
HG01952#1#JAHAME010000077.1_16663592_16976329_0	HG02004.verkko_filt_mat.fa:haplotype1-0000022_97828542_98235483_0	312737	406941	310757	0.759944	313.311
HG03710.verkko_filt_mat.fa:haplotype1-0000029_102593394_102907063_0	HG02109#1#JAHEPG010000026.1_16673035_17080816_0	313669	407781	311711	0.760755	313.094
HG01358#2#JAGYZA010000086.1_556_316498_0	HG03710.hifiasm_filt_mat.fa:h2tg000025l_86820256_87133924_0	315942	313668	166932	0.360795	543.825
HG02723#1#JAHEOU010000204.1_2102082_2414876_1	HG01928#1#JAGYVQ010000053.1_16676493_17083407_0	312794	406914	310732	0.759781	313.439
HG03516#1#JAGYYT010000012.1_24170958_24578778_1	HG01952#1#JAHAME010000077.1_16663592_16976329_0	407820	312737	310820	0.758584	314.511
HG01258#1#JAGYYV010000004.1_56955948_57456952_1	HG02717#2#JAHAOR010000006.1_19663827_20070693_1	501004	406866	406704	0.811516	307.347
HG02293.hifiasm_filt_pat.fa:h1tg000025l_28494233_28996189_1	HG01099.verkko_filt_mat.fa:haplotype1-0000034_142513097_142920876_1	501956	407779	407444	0.811171	307.972
HG03710.hifiasm_filt_pat.fa:h1tg000035l_103311655_103704662_0	HG03492#1#JAHEPI010000180.1_2103395_2543326_1	393007	439931	322791	0.632741	432.846
HG02630#2#JAHAOP010000089.1_16669255_17076135_0	HG02723#1#JAHEOU010000204.1_2102082_2414876_1	406880	312794	312008	0.765352	309.286
HG03453#1#JAGYVW010000157.1_2105722_2585000_1	HG005#2#JAHEPN010000023.1_51542210_51950070_0	479278	407860	404635	0.838617	279.048
HG01358#1#JAGYZB010000020.1_27445742_27855492_1	HG02572#1#JAHAOW010000072.1_9428131_9835964_0	409750	407833	398522	0.950988	143.314
HG00735#2#JAHBCG010000068.1_4729205_5042887_0	chr1_chm13_103304997_103901127_0	313682	596130	313624	0.526049	531.567
HG02293.verkko_filt_pat.fa:haplotype2-0000836_148310532_148812524_1	HG02071.hifiasm_filt_mat.fa:h2tg000009l_103610644_104018525_0	501992	407881	407671	0.811767	307.459
HG02572#1#JAHAOW010000072.1_9428131_9835964_0	HG03710.hifiasm_filt_pat.fa:h1tg000035l_103311655_103704662_0	407833	393007	298309	0.593613	451.909
HG01123#1#JAGYYZ010000015.1_51528240_51935090_0	HG03098#1#JAHEPM010000059.1_16676208_17105596_0	406850	429388	378358	0.826326	281.996
HG01099.verkko_filt_mat.fa:haplotype1-0000034_142513097_142920876_1	HG02717#1#JAHAOS010000015.1_16660311_17067250_0	407779	406939	404355	0.985359	77.5113
NA19240#2#JAHEOL010000010.1_37445323_37853017_0	HG01258#2#JAGYYU010000072.1_51562603_51970395_0	407694	407792	405699	0.990024	63.9375
HG00673#2#JAHBBY010000109.1_16675383_17177395_0	HG03927.verkko_filt_pat.fa:haplotype2-0000800_29002142_29504057_1	502012	501914	501459	0.997994	31.749
HG01361#2#JAGYYW010000015.1_51517456_51831163_0	HG01361#1#JAGYYX010000012.1_51565085_51878780_0	313707	313695	313638	0.999598	11.225
HG02572#2#JAHAOV010000024.1_4460979_4890404_1	HG01099.hifiasm_filt_pat.fa:h1tg000003l_56136922_56638856_1	429425	501934	386772	0.710212	397.259
HG02647.verkko_filt_mat.fa:haplotype1-0000002_103892584_104321036_0	HG01952#2#JAHAMD010000045.1_4381722_4883708_1	428452	501986	385709	0.708075	398.773
HG01099.hifiasm_filt_pat.fa:h1tg000003l_56136922_56638856_1	HG002#2#JAHKSD010000021.1_102757493_103165350_0	501934	407857	407413	0.810969	308.164
HG02004.verkko_filt_mat.fa:haplotype1-0000022_97828542_98235483_0	HG02071.verkko_filt_pat.fa:haplotype2-0000736_102745972_103248026_0	406941	502054	406881	0.810336	308.598
HG02145#2#JAHKSF010000206.1_1005292_1413195_1	chr1_hg19_103998686_104406594_0	407903	407908	405330	0.987451	71.7705
HG02818#2#JAHEOR010000010.1_31775319_32183091_1	HG03579#1#JAGYVU010000029.1_91404_499180_0	407772	407776	407585	0.999073	19.4422
HG02257#1#JAGYVI010000005.1_101835875_102242843_0	HG01978#1#JAGYVS010000002.1_51519970_52021951_0	406968	501981	404505	0.801883	316.131
HG01978#2#JAGYVR010000007.1_51532241_51939176_0	HG04228.verkko_filt_mat.fa:haplotype1-0000023_103429213_103930285_0	406935	501072	406865	0.811876	307.046
HG02300.verkko_filt_pat.fa:haplotype2-0000620_143362344_143769323_1	HG02071.hifiasm_filt_pat.fa:h1tg000008l_103588591_104090646_0	406979	502055	406761	0.80984	309.05
HG01099.verkko_filt_pat.fa:haplotype2-0000583_143544270_144046196_1	HG02886#2#JAHAOT010000031.1_87393_401061_0	501926	313668	313397	0.624052	434.511
HG02886#1#JAHAOU010000178.1_62411_469262_0	NA20129#2#JAHEPD010000155.1_90039_569275_0	406851	479236	406524	0.847697	270.257
HG03579#2#JAGYVT010000094.1_51581892_51895531_0	HG02109#2#JAHEPF010000078.1_16678387_16991144_0	313639	312757	312536	0.995782	36.3868
HG02071.hifiasm_filt_mat.fa:h2tg000009l_103610644_104018525_0	HG01123#1#JAGYYZ010000015.1_51528240_51935090_0	407881	406850	404707	0.987032	72.9178
HG02486#2#JAGYVL010000029.1_94163344_94570162_0	HG02004.verkko_filt_pat.fa:haplotype2-0000813_139386576_140076845_1	406818	690269	404715	0.584534	536.337
NA18906#1#JAHEOO010000054.1_2103477_2510435_1	HG02630#1#JAHAOQ010000102.1_16672145_17079089_0	406958	406944	406796	0.999239	17.6068
HG01175#2#JAHALZ010000031.1_43072077_43478977_1	HG02486#1#JAGYVM010000007.1_28868414_29370339_1	406900	501925	404756	0.802977	315.14
HG02622#2#JAHAON010000012.1_51551779_52031001_0	HG002.hifiasm_filt_mat.fa:h2tg000010l_40221609_40629467_1	479222	407858	404697	0.838954	278.722
HG002.verkko_filt_mat.fa:haplotype1-0000005_138228497_138636354_1	HG03579#2#JAGYVT010000094.1_51581892_51895531_0	407857	313639	311607	0.760223	313.5
HG04228.verkko_filt_mat.fa:haplotype1-0000023_103429213_103930285_0	HG01928#1#JAGYVQ010000195.1_211_358290_0	501072	358079	287774	0.50365	532.544
HG02559#1#JAGYVK010000012.1_51505852_51913611_0	HG01258#1#JAGYYV010000004.1_56955948_57456952_1	407759	501004	404805	0.803251	314.886
HG005#2#JAHEPN010000023.1_51542210_51950070_0	HG02257#2#JAGYVH010000034.1_98190388_98857961_0	407860	667573	404771	0.603539	515.646
HG02109#2#JAHEPF010000078.1_16678387_16991144_0	HG00621#1#JAHBCD010000034.1_2122997_2624098_1	312757	501101	310696	0.617487	438.709
HG02622#1#JAHAOO010000002.1_16673678_17080663_0	HG02647.verkko_filt_mat.fa:haplotype1-0000002_103892584_104321036_0	406985	428452	378044	0.826519	281.69
HG03710.verkko_filt_pat.fa:haplotype2-0000488_101614437_102218208_0	HG03516#2#JAGYYS010000004.1_24452130_24859892_1	603771	407762	398673	0.650512	462.803
HG00438#1#JAHBCB010000015.1_33474867_33954171_0	HG02572#2#JAHAOV010000024.1_4460979_4890404_1	479304	429425	393511	0.763776	348.865
HG03492#2#JAHEPH010000288.1_2098270_2432686_1	HG04228.hifiasm_filt_pat.fa:h1tg000014l_141188035_141500777_1	334416	312742	304785	0.890213	193.876
HG02818#1#JAHEOS010000101.1_89626_496613_0	HG03540#2#JAGYVX010000148.1_1368955_1877115_0	406987	508160	398354	0.770819	344.15
HG00741#2#JAHALX010000013.1_51574319_51981226_0	HG002.verkko_filt_mat.fa:haplotype1-0000005_138228497_138636354_1	406907	407857	404741	0.987118	72.6774
HG002.verkko_filt_pat.fa:haplotype2-0000649_147937390_148315979_1	HG002.verkko_filt_pat.fa:haplotype2-0000649_147937390_148315979_1	378589	378589	378589	1	0
HG02109#1#JAHEPG010000026.1_16673035_17080816_0	HG02622#2#JAHAON010000012.1_51551779_52031001_0	407781	479222	406538	0.846134	271.895
HG00735#1#JAHBCH010000004.1_101548252_101956125_0	HG01099.hifiasm_filt_mat.fa:h2tg000003l_54930251_55338030_1	407873	407779	407381	0.99782	29.8329
HG02293.verkko_filt_mat.fa:haplotype1-0000039_30204405_30517145_1	HG03453#2#JAGYVV010000088.1_22597550_23005370_1	312740	407820	312585	0.766187	308.853
HG02004.verkko_filt_pat.fa:haplotype2-0000813_139386576_140076845_1	HG02293.verkko_filt_mat.fa:haplotype1-0000039_30204405_30517145_1	690269	312740	312616	0.452809	614.636
HG00621#2#JAHBCC010000031.1_16669999_17077865_0	NA18906#2#JAHEON010000009.1_93748295_94249275_0	407866	500980	404720	0.802815	315.287
HG005#1#JAHEPO010000002.1_51519219_51926067_0	HG02559#1#JAGYVK010000012.1_51505852_51913611_0	406848	407759	404803	0.987797	70.7177
HG02486#1#JAGYVM010000007.1_28868414_29370339_1	HG02148#2#JAHAMF010000050.1_19456870_19863761_1	501925	406891	406624	0.809698	309.141
HG03098#1#JAHEPM010000059.1_16676208_17105596_0	HG01358#2#JAGYZA010000086.1_556_316498_0	429388	315942	231047	0.44926	532.199
HG02809.verkko_filt_pat.fa:haplotype2-0001251_103421111_103827972_0	HG02886#1#JAHAOU010000178.1_62411_469262_0	406861	406851	406515	0.998325	26.1151
HG02300.hifiasm_filt_mat.fa:h2tg000006l_23303533_23711281_1	HG02300.hifiasm_filt_pat.fa:h1tg000019l_103804174_104211156_0	407748	406982	406473	0.99563	42.2374
HG01071#1#JAHBCF010000053.1_26607100_27108065_1	HG00621#2#JAHBCC010000031.1_16669999_17077865_0	500965	407866	404838	0.803261	314.889
HG01106#1#JAHAMC010000004.1_31121050_31623013_0	HG03516#1#JAGYYT010000012.1_24170958_24578778_1	501963	407820	407463	0.811162	307.989
HG03486#1#JAHEOQ010000123.1_16677696_17085575_0	HG03710.verkko_filt_pat.fa:haplotype2-0000488_101614437_102218208_0	407879	603771	398559	0.650081	463.176
HG02148#1#JAHAMG010000059.1_19799474_20206456_1	HG00673#2#JAHBBY010000109.1_16675383_17177395_0	406982	502012	406773	0.809948	308.947
HG04228.verkko_filt_pat.fa:haplotype2-0000600_103806749_104119491_0	HG02559#2#JAGYVJ010000037.1_52167780_52574597_1	312742	406817	312463	0.767541	307.625
HG03492#1#JAHEPI010000180.1_2103395_2543326_1	HG01361#2#JAGYYW010000015.1_51517456_51831163_0	439931	313707	311673	0.705198	360.96
HG03098#2#JAHEPL010000003.1_93803759_94117426_0	HG02300.hifiasm_filt_mat.fa:h2tg000006l_23303533_23711281_1	313667	407748	313404	0.768126	307.583
HG02300.hifiasm_filt_pat.fa:h1tg000019l_103804174_104211156_0	HG03540#1#JAGYVY010000208.1_95187_596142_0	406982	500955	406476	0.810583	308.196
HG02809.verkko_filt_mat.fa:haplotype1-0000023_94161320_94589755_0	HG01109#1#JAHEPA010000099.1_2104245_2511104_1	428435	406859	378342	0.827969	280.375
HG01928#1#JAGYVQ010000195.1_211_358290_0	HG002.hifiasm_filt_pat.fa:h1tg000009l_103664409_104071309_0	358079	406900	193700	0.339064	614.475
HG00741#1#JAHALY010000007.1_18781197_19307680_1	HG02080#2#JAHEOV010000017.1_16662177_17164189_0	526483	502012	467181	0.832299	306.811
HG02257#2#JAGYVH010000034.1_98190388_98857961_0	HG01175#2#JAHALZ010000031.1_43072077_43478977_1	667573	406900	404704	0.604244	514.845
HG01361#1#JAGYYX010000012.1_51565085_51878780_0	HG02647.verkko_filt_pat.fa:haplotype2-0000857_103738150_104051769_0	313695	313619	311651	0.98729	63.3404
HG02004.hifiasm_filt_mat.fa:h2tg000002l_25152988_25559927_1	HG01109#2#JAHEOZ010000047.1_16671232_17151375_0	406939	480143	406401	0.845469	272.544
HG02647.verkko_filt_pat.fa:haplotype2-0000857_103738150_104051769_0	HG02004.hifiasm_filt_pat.fa:h1tg000006l_139372820_140063114_1	313619	690294	311564	0.45001	617.078
HG01928#1#JAGYVQ010000053.1_16676493_17083407_0	HG00733#1#JAHEPQ010000019.1_46106835_46420495_0	406914	313660	312681	0.766576	308.564
chr1_hg19_103998686_104406594_0	HG01106#2#JAHAMB010000008.1_19904771_20405763_1	407908	500992	406686	0.809786	309.076
HG00733#1#JAHEPQ010000019.1_46106835_46420495_0	HG00735#1#JAHBCH010000004.1_101548252_101956125_0	313660	407873	313606	0.76878	307.117
NA18906#2#JAHEON010000009.1_93748295_94249275_0	HG03710.verkko_filt_mat.fa:haplotype1-0000029_102593394_102907063_0	500980	313669	310770	0.616755	439.442
HG02293.hifiasm_filt_mat.fa:h2tg000006l_103456831_103769570_0	HG02809.verkko_filt_mat.fa:haplotype1-0000023_94161320_94589755_0	312739	428435	310730	0.721883	345.997
HG03486#2#JAHEOP010000248.1_2105565_2584784_1	HG005#1#JAHEPO010000002.1_51519219_51926067_0	479219	406848	406519	0.847713	270.239
HG002#1#JAHKSE010000012.1_16776806_17183707_1	NA19240#1#JAHEOM010000047.1_30103390_30511199_1	406901	407809	404847	0.987762	70.8237
HG02647.hifiasm_filt_pat.fa:h1tg000015l_103709681_104023301_0	HG03098#2#JAHEPL010000003.1_93803759_94117426_0	313620	313667	311654	0.987394	63.0793
HG01891#1#JAGYVO010000014.1_22855818_23168577_1	NA19240#2#JAHEOL010000010.1_37445323_37853017_0	312759	407694	310695	0.75824	314.743
HG03540#1#JAGYVY010000208.1_95187_596142_0	HG00741#1#JAHALY010000007.1_18781197_19307680_1	500955	526483	466301	0.830993	307.955
HG03540#2#JAGYVX010000148.1_1368955_1877115_0	HG02145#1#JAHKSG010000134.1_2102465_2647653_1	508160	545188	449279	0.743754	393.434
HG01978#1#JAGYVS010000002.1_51519970_52021951_0	HG02809.verkko_filt_pat.fa:haplotype2-0001251_103421111_103827972_0	501981	406861	404799	0.803104	315.03
HG03710.hifiasm_filt_mat.fa:h2tg000025l_86820256_87133924_0	HG02486#2#JAGYVL010000029.1_94163344_94570162_0	313668	406818	310764	0.758475	314.576
HG02071.verkko_filt_pat.fa:haplotype2-0000736_102745972_103248026_0	HG01123#2#JAGYYY010000006.1_51579630_51892388_0	502054	312758	310930	0.617069	439.263
HG02723#1#JAHEOU010000204.1_2102082_2414876_1	HG02293.hifiasm_filt_pat.fa:h1tg000025l_28494233_28996189_1	312794	501956	310784	0.616677	439.525
NA20129#2#JAHEPD010000155.1_90039_569275_0	HG00673#1#JAHBBZ010000075.1_16660170_16973851_0	479236	313681	310728	0.644411	414.078
NA19240#1#JAHEOM010000047.1_30103390_30511199_1	NA18906#1#JAHEOO010000054.1_2103477_2510435_1	407809	406958	404411	0.985513	77.1038
HG03516#1#JAGYYT010000012.1_24170958_24578778_1	HG02004.hifiasm_filt_mat.fa:h2tg000002l_25152988_25559927_1	407820	406939	406512	0.99575	41.6533
HG002.hifiasm_filt_mat.fa:h2tg000010l_40221609_40629467_1	HG00741#2#JAHALX010000013.1_51574319_51981226_0	407858	406907	404741	0.987115	72.6842
HG02630#2#JAHAOP010000089.1_16669255_17076135_0	HG02004.verkko_filt_mat.fa:haplotype1-0000022_97828542_98235483_0	406880	406941	404311	0.987304	72.1041
HG00438#2#JAHBCA010000012.1_51513023_51826723_0	HG02723#2#JAHEOT010000034.1_19776337_20321518_1	313700	545181	311599	0.569357	485.472
HG02071.verkko_filt_mat.fa:haplotype1-0000041_103610513_104018399_0	HG02109#1#JAHEPG010000026.1_16673035_17080816_0	407886	407781	405691	0.989548	65.4599
HG01358#1#JAGYZB010000020.1_27445742_27855492_1	HG03710.hifiasm_filt_mat.fa:h2tg000025l_86820256_87133924_0	409750	313668	310737	0.752971	319.287
HG01952#2#JAHAMD010000045.1_4381722_4883708_1	HG01928#1#JAGYVQ010000053.1_16676493_17083407_0	501986	406914	406870	0.81045	308.48
HG01109#2#JAHEOZ010000047.1_16671232_17151375_0	HG01952#1#JAHAME010000077.1_16663592_16976329_0	480143	312737	310730	0.644467	414.029
HG03453#2#JAGYVV010000088.1_22597550_23005370_1	HG02717#2#JAHAOR010000006.1_19663827_20070693_1	407820	406866	404755	0.987373	71.9444
HG01099.verkko_filt_mat.fa:haplotype1-0000034_142513097_142920876_1	HG01099.verkko_filt_mat.fa:haplotype1-0000034_142513097_142920876_1	407779	407779	407779	1	0
HG02071.hifiasm_filt_pat.fa:h1tg000008l_103588591_104090646_0	HG03492#1#JAHEPI010000180.1_2103395_2543326_1	502055	439931	430057	0.840072	286.133
HG02148#2#JAHAMF010000050.1_19456870_19863761_1	HG02723#1#JAHEOU010000204.1_2102082_2414876_1	406891	312794	312525	0.767573	307.628
HG02630#1#JAHAOQ010000102.1_16672145_17079089_0	HG005#2#JAHEPN010000023.1_51542210_51950070_0	406944	407860	404431	0.98552	77.0844
chr1_chm13_103304997_103901127_0	HG02572#1#JAHAOW010000072.1_9428131_9835964_0	596130	407833	407754	0.683911	434.114
HG02145#1#JAHKSG010000134.1_2102465_2647653_1	chr1_chm13_103304997_103901127_0	545188	596130	452588	0.657134	485.944
HG02647.verkko_filt_mat.fa:haplotype1-0000002_103892584_104321036_0	HG02071.hifiasm_filt_mat.fa:h2tg000009l_103610644_104018525_0	428452	407881	376565	0.819033	288.449
HG02145#2#JAHKSF010000206.1_1005292_1413195_1	HG03710.hifiasm_filt_pat.fa:h1tg000035l_103311655_103704662_0	407903	393007	298067	0.592764	452.522
HG02080#2#JAHEOV010000017.1_16662177_17164189_0	HG03098#1#JAHEPM010000059.1_16676208_17105596_0	502012	429388	386684	0.709882	397.532
HG04228.hifiasm_filt_pat.fa:h1tg000014l_141188035_141500777_1	HG02717#1#JAHAOS010000015.1_16660311_17067250_0	312742	406939	312380	0.766951	308.093
HG03579#1#JAGYVU010000029.1_91404_499180_0	HG01258#2#JAGYYU010000072.1_51562603_51970395_0	407776	407792	405787	0.990253	63.1981
HG02257#1#JAGYVI010000005.1_101835875_102242843_0	HG03927.verkko_filt_pat.fa:haplotype2-0000800_29002142_29504057_1	406968	501914	404470	0.801864	316.136
HG02886#1#JAHAOU010000178.1_62411_469262_0	HG01099.hifiasm_filt_pat.fa:h1tg000003l_56136922_56638856_1	406851	501934	404882	0.803492	314.676
HG01175#1#JAHAMA010000003.1_33204707_33808232_1	HG01361#1#JAGYYX010000012.1_51565085_51878780_0	603525	313695	310443	0.511626	544.366
HG03927.hifiasm_filt_mat.fa:h2tg000005l_102886351_103294201_0	HG01952#2#JAHAMD010000045.1_4381722_4883708_1	407850	501986	407465	0.811084	308.068
HG02809.hifiasm_filt_pat.fa:h1tg000007l_103415673_103822536_0	HG002#2#JAHKSD010000021.1_102757493_103165350_0	406863	407857	404731	0.987175	72.5121
HG02071.hifiasm_filt_mat.fa:h2tg000009l_103610644_104018525_0	HG02071.verkko_filt_pat.fa:haplotype2-0000736_102745972_103248026_0	407881	502054	407754	0.811966	307.29
HG02559#2#JAGYVJ010000037.1_52167780_52574597_1	chr1_hg19_103998686_104406594_0	406817	407908	404597	0.986514	74.3707
HG00621#1#JAHBCD010000034.1_2122997_2624098_1	HG03579#1#JAGYVU010000029.1_91404_499180_0	501101	407776	406454	0.808988	309.789
HG01258#2#JAGYYU010000072.1_51562603_51970395_0	HG01978#1#JAGYVS010000002.1_51519970_52021951_0	407792	501981	405735	0.804969	313.533
NA18906#1#JAHEOO010000054.1_2103477_2510435_1	HG04228.verkko_filt_mat.fa:haplotype1-0000023_103429213_103930285_0	406958	501072	404475	0.803239	314.77
HG002.verkko_filt_mat.fa:haplotype1-0000005_138228497_138636354_1	HG02071.hifiasm_filt_pat.fa:h1tg000008l_103588591_104090646_0	407857	502055	407724	0.811895	307.35
HG002.hifiasm_filt_pat.fa:h1tg000009l_103664409_104071309_0	HG02886#2#JAHAOT010000031.1_87393_401061_0	406900	313668	310811	0.758525	314.557
HG02723#2#JAHEOT010000034.1_19776337_20321518_1	NA20129#2#JAHEPD010000155.1_90039_569275_0	545181	479236	450811	0.785924	350.421
HG01106#2#JAHAMB010000008.1_19904771_20405763_1	HG02109#2#JAHEPF010000078.1_16678387_16991144_0	500992	312757	310733	0.61774	438.501
HG01099.hifiasm_filt_mat.fa:h2tg000003l_54930251_55338030_1	HG01123#1#JAGYYZ010000015.1_51528240_51935090_0	407779	406850	404812	0.987787	70.746
HG02109#2#JAHEPF010000078.1_16678387_16991144_0	HG02004.verkko_filt_pat.fa:haplotype2-0000813_139386576_140076845_1	312757	690269	310764	0.448911	617.655
HG01243#1#JAHEOY010000013.1_90081_424495_0	HG02630#1#JAHAOQ010000102.1_16672145_17079089_0	334414	406944	334168	0.820668	270.226
HG00438#1#JAHBCB010000015.1_33474867_33954171_0	HG002.hifiasm_filt_mat.fa:h2tg000010l_40221609_40629467_1	479304	407858	406600	0.846093	271.96
chr1_hg38_103456064_103863972_0	HG02486#1#JAGYVM010000007.1_28868414_29370339_1	407908	501925	405635	0.804515	313.947
HG04228.hifiasm_filt_mat.fa:h2tg000030l_122_365721_0	HG03579#2#JAGYVT010000094.1_51581892_51895531_0	365599	313639	175346	0.347983	573.189
HG03927.verkko_filt_mat.fa:haplotype1-0000009_134765170_135173010_1	HG01928#1#JAGYVQ010000195.1_211_358290_0	407840	358079	193663	0.33842	615.299
HG01109#1#JAHEPA010000099.1_2104245_2511104_1	HG01258#1#JAGYYV010000004.1_56955948_57456952_1	406859	501004	406813	0.811921	306.98
HG03516#2#JAGYYS010000004.1_24452130_24859892_1	HG00621#1#JAHBCD010000034.1_2122997_2624098_1	407762	501101	406516	0.809233	309.566
HG02109#1#JAHEPG010000026.1_16673035_17080816_0	HG02647.verkko_filt_mat.fa:haplotype1-0000002_103892584_104321036_0	407781	428452	378370	0.826383	281.945
HG002#2#JAHKSD010000021.1_102757493_103165350_0	HG02257#2#JAGYVH010000034.1_98190388_98857961_0	407857	667573	404804	0.603621	515.579
HG02004.hifiasm_filt_pat.fa:h1tg000006l_139372820_140063114_1	HG03516#2#JAGYYS010000004.1_24452130_24859892_1	690294	407762	407456	0.590003	532.113
HG01952#1#JAHAME010000077.1_16663592_16976329_0	HG02572#2#JAHAOV010000024.1_4460979_4890404_1	312737	429425	312489	0.727272	342.321
HG005#1#JAHEPO010000002.1_51519219_51926067_0	HG04228.hifiasm_filt_pat.fa:h1tg000014l_141188035_141500777_1	406848	312742	312459	0.767466	307.688
HG01358#2#JAGYZA010000086.1_556_316498_0	HG03540#2#JAGYVX010000148.1_1368955_1877115_0	315942	508160	309461	0.601314	452.968
HG02486#1#JAGYVM010000007.1_28868414_29370339_1	HG002.verkko_filt_mat.fa:haplotype1-0000005_138228497_138636354_1	501925	407857	405747	0.804998	313.509
HG02809.verkko_filt_pat.fa:haplotype2-0001251_103421111_103827972_0	HG002.verkko_filt_pat.fa:haplotype2-0000649_147937390_148315979_1	406861	378589	373263	0.905567	197.292
HG01258#1#JAGYYV010000004.1_56955948_57456952_1	HG02622#2#JAHAON010000012.1_51551779_52031001_0	501004	479222	471076	0.92522	195.126
